host_ID,host_species,village,season,sex,mass,unfiltered_reads,grid,dist_village,total_reads,asv_ID,reads
2659,Rattus rattus,Mandena,3,male,57,19573,secondary_forest,2.78,10289.999999999998,ASV_226,0.02886297376093295
3802,Rattus rattus,Andatsakala,2,female,70,16910,village,0,7047,ASV_226,0.08457499645239108
3612,Rattus rattus,Andatsakala,1,male,126,21982,agroforest,1.08,8892.999999999998,ASV_226,0.10761272911278535
3002,Rattus rattus,Sarahandrano,2,male,103,50473,brushy_regrowth,0.72,17846.999999999996,ASV_226,0.04000672381912926
3042,Rattus rattus,Sarahandrano,2,male,106,38222,agroforest,2.11,18035.999999999996,ASV_226,0.05322687957418497
3772,Rattus rattus,Andatsakala,2,female,110,11667,agroforest,1.08,4757.999999999999,ASV_226,0.03236654056326188
3912,Rattus rattus,Andatsakala,3,male,154,21017,secondary_forest,2.08,10565,ASV_226,0.0357785139611926
3052,Rattus rattus,Sarahandrano,2,male,66,28663,secondary_forest,2.35,17829,ASV_2260,0.04229065006450165
3220,Rattus rattus,Sarahandrano,3,female,56,35608,brushy_regrowth,0.72,14168.999999999998,ASV_2263,0.02921871691721362
3174,Rattus rattus,Sarahandrano,3,female,31,40445,brushy_regrowth,0.72,20598.999999999996,ASV_2263,0.02004951696684303
2938,Rattus rattus,Sarahandrano,1,female,100,7609,agroforest,2.11,4578.999999999999,ASV_2266,0.02686176020965276
2090,Mus musculus,Mandena,1,male,11.2,18489,agriculture,1.61,14524,ASV_227,0.02354723216744698
2354,Rattus rattus,Mandena,2,male,25,18157,secondary_forest,2.78,10819.999999999998,ASV_227,0.07772643253234751
2426,Mus musculus,Mandena,2,male,16.5,20122,flooded_rice,1.19,12498.999999999998,ASV_227,0.02552204176334107
2548,Rattus rattus,Mandena,3,male,71,21208,agriculture,1.61,13196.999999999998,ASV_227,0.04614685155717208
2609,Rattus rattus,Mandena,3,female,76,20067,flooded_rice,1.19,11205.999999999998,ASV_227,0.04024629662680708
2652,Rattus rattus,Mandena,3,male,168,15552,secondary_forest,2.78,12587,ASV_227,0.01453880988321283
3209,Mus musculus,Sarahandrano,3,male,11,58961,brushy_regrowth,0.72,42720,ASV_227,0.0219569288389513
3389,Mus musculus,Sarahandrano,3,male,13.2,34097,agroforest,2.11,23770.999999999996,ASV_227,0.12422699928484288
3456,Mus musculus,Sarahandrano,3,male,11.5,83542,flooded_rice,0.31,62556,ASV_227,0.03764626894302705
3513,Mus musculus,Andatsakala,1,male,8.5,19517,brushy_regrowth,1.7,12754.999999999998,ASV_227,0.01952175617404938
3675,Mus musculus,Andatsakala,2,male,13.3,44414,brushy_regrowth,1.68,21715.999999999996,ASV_227,0.03329342420335236
3928,Rattus rattus,Andatsakala,3,female,17,20682,secondary_forest,2.08,12271.999999999996,ASV_227,0.05109191655801826
3993,Mus musculus,Andatsakala,3,male,15.5,79576,agroforest,1.08,41108,ASV_227,0.0875498686387078
2041,Mus musculus,Mandena,1,female,15.5,2065,brushy_regrowth,2.21,1540.9999999999998,ASV_227,0.01622323166774821
3506,Mus musculus,Andatsakala,1,female,8.7,23764,brushy_regrowth,1.7,11203.999999999998,ASV_227,0.03052481256694036
2466,Mus musculus,Mandena,2,male,10.5,26700,village,0,13963.999999999998,ASV_227,0.07096820395302204
3089,Mus musculus,Sarahandrano,2,female,12.8,27086,flooded_rice,0.33,13201.999999999998,ASV_227,0.04764429631873959
2230,Mus musculus,Mandena,1,female,12.4,23354,agroforest,0.45,12190.999999999998,ASV_227,0.03888114182593717
2762,Rattus rattus,Mandena,3,male,77,16818,village,0,11379.999999999998,ASV_227,0.1412126537785589
2735,Mus musculus,Mandena,3,female,13,11631,agroforest,0.45,7911.999999999999,ASV_227,0.01731547017189079
3462,Mus musculus,Sarahandrano,3,female,10.4,22440,village,0,13224.999999999998,ASV_227,0.0920982986767486
3514,Mus musculus,Andatsakala,1,male,10.8,17819,brushy_regrowth,1.7,8633.999999999998,ASV_227,0.1012277044243688
3507,Mus musculus,Andatsakala,1,female,10.8,24116,brushy_regrowth,1.7,11439.999999999998,ASV_227,0.02631118881118881
3586,Mus musculus,Andatsakala,1,male,9.2,14652,agroforest,1.08,7815,ASV_227,0.02853486884197057
2783,Mus musculus,Sarahandrano,1,female,13.5,8344,brushy_regrowth,0.72,5456,ASV_227,0.0190615835777126
2458,Rattus rattus,Mandena,2,male,26.5,40960,village,0,24971,ASV_227,0.02338712906972087
3952,Rattus rattus,Andatsakala,3,male,106,27099,village,0,14097.999999999998,ASV_2270,0.04071499503475669
2357,Rattus rattus,Mandena,2,female,42,8546,secondary_forest,2.78,4347,ASV_2270,0.02277432712215319
2108,Microgale brevicaudata,Mandena,1,female,12,19954,secondary_forest,2.78,17268,ASV_2271,0.01245077600185313
2720,Rattus rattus,Mandena,3,male,105,27159,agroforest,0.45,24571,ASV_2271,0.02091896951691017
3377,Rattus rattus,Sarahandrano,3,male,41.5,16100,agroforest,2.11,11280,ASV_2274,0.08129432624113474
3339,Rattus rattus,Sarahandrano,3,male,148,32464,secondary_forest,2.35,19994.999999999996,ASV_2279,0.01915478869717429
2063,Rattus rattus,Mandena,1,female,35,21881,agriculture,1.61,18523,ASV_228,0.03336392592992495
2602,Rattus rattus,Mandena,3,male,61,26012,flooded_rice,1.19,15687,ASV_228,0.02996111429846369
3030,Rattus rattus,Sarahandrano,2,male,176,34431,agroforest,2.11,28703,ASV_228,0.01954499529665887
3104,Rattus rattus,Sarahandrano,2,female,86,48683,village,0,21243.999999999996,ASV_228,0.06072302767840331
3114,Rattus rattus,Sarahandrano,2,male,99,87616,village,0,42506,ASV_228,0.055098103797111
3490,Rattus rattus,Sarahandrano,3,female,38.5,26112,village,0,19487,ASV_228,0.02719761892543747
3790,Rattus rattus,Andatsakala,2,female,28,25740,village,0,18763,ASV_228,0.01646858178329691
3820,Rattus rattus,Andatsakala,2,female,34,16636,village,0,11964,ASV_228,0.02365429622199932
3876,Rattus rattus,Andatsakala,3,male,92,35409,agriculture,1.46,21807,ASV_228,0.02902737653047185
3898,Rattus rattus,Andatsakala,3,male,68,29561,secondary_forest,2.08,22489,ASV_228,0.01796433812085907
3906,Rattus rattus,Andatsakala,3,male,152,8776,secondary_forest,2.08,6089.999999999999,ASV_228,0.01937602627257799
3713,Rattus rattus,Andatsakala,2,female,104,73077,secondary_forest,2.08,49544,ASV_228,0.01636928790569998
2342,Rattus rattus,Mandena,2,male,113,20058,agriculture,1.61,14217,ASV_228,0.07040866568193009
4007,Rattus rattus,Andatsakala,3,female,114,21747,agroforest,1.08,11400,ASV_228,0.07421052631578948
3896,Rattus rattus,Andatsakala,3,male,58,18812,secondary_forest,2.08,14791.999999999998,ASV_228,0.01798269334775554
3246,Rattus rattus,Sarahandrano,3,female,65,29936,agriculture,1.1,18284,ASV_228,0.05441916429665282
3451,Rattus rattus,Sarahandrano,3,female,97,32450,village,0,23724.999999999996,ASV_228,0.02141201264488935
2181,Rattus rattus,Mandena,1,female,54,21913,flooded_rice,1.19,19612,ASV_228,0.01208443809912298
2673,Rattus rattus,Mandena,3,male,154,21584,secondary_forest,2.78,13735.999999999998,ASV_2280,0.02744612696563774
2275,Microgale brevicaudata,Mandena,2,male,8,69819,brushy_regrowth,2.38,59090,ASV_2281,0.02572347266881028
3603,Mus musculus,Andatsakala,1,male,10.8,27543,agroforest,1.08,14148.999999999998,ASV_2282,0.02706905081631209
2433,Mus musculus,Mandena,2,male,15,23244,flooded_rice,1.19,10946.999999999998,ASV_2282,0.03343381748424227
2057,Microgale brevicaudata,Mandena,1,female,5.4,25204,agriculture,1.53,21946,ASV_2287,0.0143078465323977
2026,Microgale brevicaudata,Mandena,1,male,11.5,28273,brushy_regrowth,2.28,24946,ASV_2287,0.01960234105668243
3999,Rattus rattus,Andatsakala,3,female,47,13614,agroforest,1.08,7243.999999999999,ASV_2288,0.01891220320265046
2869,Rattus rattus,Sarahandrano,1,male,138,66979,agriculture,1.1,64233,ASV_2289,0.01953824358195942
2231,Mus musculus,Mandena,1,male,12,36215,agroforest,0.45,22810,ASV_229,0.02818939061814993
2237,Mus musculus,Mandena,1,male,11,23067,agroforest,0.45,13284.999999999998,ASV_229,0.03063605570191946
2306,Microgale brevicaudata,Mandena,2,male,10,18719,agriculture,1.53,10792.999999999998,ASV_229,0.0484573334568702
2519,Mus musculus,Mandena,3,female,5.8,21665,brushy_regrowth,2.38,12035.999999999998,ASV_229,0.03431372549019607
2650,Rattus rattus,Mandena,3,male,65,19359,secondary_forest,2.78,11146.999999999998,ASV_229,0.0197362519063425
2846,Rattus rattus,Sarahandrano,1,female,104,26656,agriculture,1.1,14225.999999999998,ASV_229,0.02411078307324615
3402,Mus musculus,Sarahandrano,3,male,12,17847,agroforest,2.11,13802,ASV_229,0.01651934502246051
3563,Rattus rattus,Andatsakala,1,female,77.5,24585,secondary_forest,2.08,12501.999999999996,ASV_229,0.03919372900335946
3624,Mus musculus,Andatsakala,1,female,9,27969,flooded_rice,0.4,15493.999999999996,ASV_229,0.02000774493352265
3627,Mus musculus,Andatsakala,1,female,14,18468,flooded_rice,0.4,10090.999999999998,ASV_229,0.04845902289168566
3640,Mus musculus,Andatsakala,1,male,11,22197,flooded_rice,0.4,10708.999999999998,ASV_229,0.05061163507330282
3847,Mus musculus,Andatsakala,3,male,12.4,61800,brushy_regrowth,1.71,44757,ASV_229,0.01474629666867751
4036,Rattus rattus,Andatsakala,3,male,62,11023,agroforest,1.08,6698.999999999999,ASV_229,0.0464248395282878
3088,Mus musculus,Sarahandrano,2,male,5.3,34220,flooded_rice,0.31,20077,ASV_229,0.02649798276634955
3597,Mus musculus,Andatsakala,1,male,13,8990,agroforest,1.08,4737.999999999999,ASV_229,0.03989024905023216
3457,Mus musculus,Sarahandrano,3,male,10.5,29719,flooded_rice,0.31,18001.999999999996,ASV_229,0.05916009332296412
2466,Mus musculus,Mandena,2,male,10.5,26700,village,0,13963.999999999998,ASV_229,0.0276425093096534
2594,Mus musculus,Mandena,3,male,13,21781,flooded_rice,1.19,12111.999999999998,ASV_229,0.01989762219286656
3089,Mus musculus,Sarahandrano,2,female,12.8,27086,flooded_rice,0.33,13201.999999999998,ASV_229,0.02181487653385851
3411,Mus musculus,Sarahandrano,3,male,9.6,31085,agroforest,2.11,17943.999999999996,ASV_229,0.12126616139099423
2230,Mus musculus,Mandena,1,female,12.4,23354,agroforest,0.45,12190.999999999998,ASV_229,0.04437699942580592
2051,Mus musculus,Mandena,1,male,11.8,33327,agriculture,1.61,15725.999999999998,ASV_229,0.02568994022637669
2735,Mus musculus,Mandena,3,female,13,11631,agroforest,0.45,7911.999999999999,ASV_229,0.051314459049545
3507,Mus musculus,Andatsakala,1,female,10.8,24116,brushy_regrowth,1.7,11439.999999999998,ASV_229,0.02159090909090908
3632,Mus musculus,Andatsakala,1,female,13.8,27729,flooded_rice,0.4,15783.999999999998,ASV_229,0.0506842372022301
3588,Mus musculus,Andatsakala,1,female,14.2,31731,agroforest,1.08,18603,ASV_229,0.01773907434284792
3835,Mus musculus,Andatsakala,3,male,12.7,54410,brushy_regrowth,1.71,31816.999999999996,ASV_229,0.01907785146305433
2783,Mus musculus,Sarahandrano,1,female,13.5,8344,brushy_regrowth,0.72,5456,ASV_229,0.02419354838709676
2967,Mus musculus,Sarahandrano,1,female,11,44168,village,0,31616.999999999996,ASV_229,0.01616219122623905
3890,Mus musculus,Andatsakala,3,male,16,101401,agriculture,1.46,55445,ASV_229,0.02734241139868338
3587,Mus musculus,Andatsakala,1,male,10.8,20153,agroforest,1.08,12666.999999999998,ASV_2291,0.05099865793005448
4037,Rattus rattus,Andatsakala,3,male,76,21186,village,0,7665.999999999998,ASV_2296,0.04356900600052178
3912,Rattus rattus,Andatsakala,3,male,154,21017,secondary_forest,2.08,10565,ASV_2297,0.0871746332229058
2707,Rattus rattus,Mandena,3,female,72,28355,agroforest,0.45,26850,ASV_2298,0.0188826815642458
2061,Mus musculus,Mandena,1,male,11.8,22636,agriculture,1.61,15814.999999999998,ASV_23,0.04565286120771421
2076,Mus musculus,Mandena,1,male,9,16790,agriculture,1.61,14713,ASV_23,0.03493509141575476
2090,Mus musculus,Mandena,1,male,11.2,18489,agriculture,1.61,14524,ASV_23,0.14183420545304323
2099,Mus musculus,Mandena,1,female,9.5,27237,agriculture,1.61,15770.999999999998,ASV_23,0.03861517976031958
2166,Mus musculus,Mandena,1,female,18.2,30283,flooded_rice,1.19,17951.999999999996,ASV_23,0.02551247771836006
2167,Mus musculus,Mandena,1,male,10.5,18689,flooded_rice,1.19,15209,ASV_23,0.02518245775527646
2199,Mus musculus,Mandena,1,female,12.4,18294,village,0,15251,ASV_23,0.02878499770506851
2210,Mus musculus,Mandena,1,female,12,28108,agroforest,0.45,18008,ASV_23,0.08462905375388716
2215,Mus musculus,Mandena,1,male,15.6,31402,agroforest,0.45,19481.999999999996,ASV_23,0.03382609588337953
2231,Mus musculus,Mandena,1,male,12,36215,agroforest,0.45,22810,ASV_23,0.12757562472599737
2232,Mus musculus,Mandena,1,male,13,37721,agroforest,0.45,31311,ASV_23,0.15643064737632142
2237,Mus musculus,Mandena,1,male,11,23067,agroforest,0.45,13284.999999999998,ASV_23,0.04666917576213774
2297,Mus musculus,Mandena,2,male,13.5,29327,agriculture,1.61,20520,ASV_23,0.12607212475633528
2305,Microgale brevicaudata,Mandena,2,male,10,40950,agriculture,1.53,27382.999999999996,ASV_23,0.07022605266040974
2306,Microgale brevicaudata,Mandena,2,male,10,18719,agriculture,1.53,10792.999999999998,ASV_23,0.01797461317520613
2307,Microgale brevicaudata,Mandena,2,male,13.5,19816,agriculture,1.53,13281.999999999998,ASV_23,0.04344225267279024
2308,Microgale brevicaudata,Mandena,2,male,10.5,23667,agriculture,1.53,14318.999999999998,ASV_23,0.0724212584677701
2309,Microgale brevicaudata,Mandena,2,male,10,27946,agriculture,1.64,16300.999999999998,ASV_23,0.02183915097233298
2321,Mus musculus,Mandena,2,female,13,24195,agriculture,1.61,11493.999999999998,ASV_23,0.05942230729076041
2323,Mus musculus,Mandena,2,female,9.5,24890,agriculture,1.61,12189.999999999998,ASV_23,0.0819524200164069
2335,Mus musculus,Mandena,2,female,9,31046,agriculture,1.61,26662,ASV_23,0.11011927087240268
2395,Mus musculus,Mandena,2,male,13.5,21250,flooded_rice,1.19,15134,ASV_23,0.24963657988634855
2413,Mus musculus,Mandena,2,male,15,26483,flooded_rice,1.19,16090.999999999998,ASV_23,0.01907898825430364
2415,Mus musculus,Mandena,2,male,15.5,29024,flooded_rice,1.19,20287,ASV_23,0.02346330162172819
2442,Mus musculus,Mandena,2,male,10.5,18828,agroforest,0.49,13299.999999999998,ASV_23,0.02436090225563909
2463,Mus musculus,Mandena,2,female,16,21730,agroforest,0.45,14541,ASV_23,0.07530431194553332
2519,Mus musculus,Mandena,3,female,5.8,21665,brushy_regrowth,2.38,12035.999999999998,ASV_23,0.05392156862745097
2526,Rattus rattus,Mandena,3,female,36,22448,brushy_regrowth,2.21,14527.999999999998,ASV_23,0.0407488986784141
2531,Mus musculus,Mandena,3,male,11.5,25363,brushy_regrowth,2.21,17545,ASV_23,0.13211741236819607
2533,Mus musculus,Mandena,3,male,14.5,20814,brushy_regrowth,2.21,13094.999999999998,ASV_23,0.04161893852615502
2534,Mus musculus,Mandena,3,male,11,19190,brushy_regrowth,2.21,15534.999999999998,ASV_23,0.07730930157708402
2545,Mus musculus,Mandena,3,male,9,21739,agriculture,1.53,19823,ASV_23,0.06386520708268173
2546,Mus musculus,Mandena,3,female,10.5,27238,agriculture,1.61,20440,ASV_23,0.03913894324853229
2547,Mus musculus,Mandena,3,male,11,30542,agriculture,1.61,24955,ASV_23,0.13764776597876174
2580,Mus musculus,Mandena,3,male,10.5,29880,agriculture,1.61,19005.999999999996,ASV_23,0.05834999473850364
2626,Microgale brevicaudata,Mandena,3,male,9.6,24291,flooded_rice,1.15,18758,ASV_23,0.14708391086469774
2629,Mus musculus,Mandena,3,female,11,16328,flooded_rice,1.19,10262.999999999998,ASV_23,0.03800058462437884
2641,Mus musculus,Mandena,3,male,11.5,23098,flooded_rice,1.19,14142.999999999998,ASV_23,0.04942374319451318
2722,Rattus rattus,Mandena,3,male,115,26667,agroforest,0.45,15803.999999999998,ASV_23,0.05315110098709188
2723,Rattus rattus,Mandena,3,female,71,25632,agroforest,0.45,20903,ASV_23,0.1428981485911113
2725,Rattus rattus,Mandena,3,female,64,20976,agroforest,0.45,15146.999999999998,ASV_23,0.02713408595761536
3003,Mus musculus,Sarahandrano,2,male,15,29817,brushy_regrowth,0.72,25049,ASV_23,0.13014491596470917
3015,Mus musculus,Sarahandrano,2,male,11.5,22057,brushy_regrowth,0.72,17678,ASV_23,0.05515329788437606
3028,Mus musculus,Sarahandrano,2,male,10.5,21225,agroforest,2.11,12265.999999999998,ASV_23,0.03799119517365074
3082,Mus musculus,Sarahandrano,2,male,11.5,95168,village,0,65180,ASV_23,0.0933415158023934
3093,Mus musculus,Sarahandrano,2,female,16,76409,flooded_rice,0.33,41200,ASV_23,0.02466019417475728
3097,Mus musculus,Sarahandrano,2,male,8.3,31740,flooded_rice,0.33,20414.999999999996,ASV_23,0.01934851824638746
3103,Mus musculus,Sarahandrano,2,female,10,24413,village,0,19673,ASV_23,0.02328063843846897
3113,Mus musculus,Sarahandrano,2,male,6.8,22701,village,0,17310,ASV_23,0.03760831889081455
3162,Mus musculus,Sarahandrano,3,female,12.5,73561,brushy_regrowth,0.72,46856.99999999999,ASV_23,0.05025929957103527
3165,Mus musculus,Sarahandrano,3,male,13,33619,brushy_regrowth,0.72,18487,ASV_23,0.06896738248498945
3168,Mus musculus,Sarahandrano,3,female,8.1,39146,brushy_regrowth,0.72,20745.999999999996,ASV_23,0.05644461582955751
3188,Mus musculus,Sarahandrano,3,female,6.8,31399,brushy_regrowth,0.72,19980,ASV_23,0.02807807807807806
3193,Mus musculus,Sarahandrano,3,male,15,36280,brushy_regrowth,0.72,23725,ASV_23,0.05723919915700738
3195,Mus musculus,Sarahandrano,3,male,14.5,33670,brushy_regrowth,0.72,20578,ASV_23,0.07012343279230246
3201,Mus musculus,Sarahandrano,3,male,5.2,35525,brushy_regrowth,0.8,24556.999999999996,ASV_23,0.0212566681597915
3205,Mus musculus,Sarahandrano,3,female,6.2,16172,brushy_regrowth,0.72,11466.999999999998,ASV_23,0.05345774832126974
3223,Mus musculus,Sarahandrano,3,female,10,30653,brushy_regrowth,0.72,21789,ASV_23,0.01597136169626875
3229,Mus musculus,Sarahandrano,3,male,12.5,41419,brushy_regrowth,0.72,34388,ASV_23,0.05443759450971268
3370,Mus musculus,Sarahandrano,3,female,10.2,15496,agroforest,2.11,13866,ASV_23,0.12346747439780756
3388,Mus musculus,Sarahandrano,3,male,10,48107,agroforest,2.11,41288,ASV_23,0.09392559581476458
3389,Mus musculus,Sarahandrano,3,male,13.2,34097,agroforest,2.11,23770.999999999996,ASV_23,0.07075848723234195
3403,Mus musculus,Sarahandrano,3,male,10.2,8491,agroforest,2.11,5988,ASV_23,0.04792919171676686
3404,Mus musculus,Sarahandrano,3,male,7.4,73351,agroforest,2.11,51072.99999999999,ASV_23,0.02028469054099034
3440,Mus musculus,Sarahandrano,3,male,11.4,29246,village,0,22315,ASV_23,0.08742997983419223
3441,Mus musculus,Sarahandrano,3,female,12.2,26385,village,0,21918,ASV_23,0.06319007208686923
3443,Mus musculus,Sarahandrano,3,male,11.8,15969,flooded_rice,0.31,14354,ASV_23,0.1341089591751428
3456,Mus musculus,Sarahandrano,3,male,11.5,83542,flooded_rice,0.31,62556,ASV_23,0.0299411727092525
3465,Mus musculus,Sarahandrano,3,male,14.8,29453,flooded_rice,0.31,18497,ASV_23,0.05784721846785965
3473,Mus musculus,Sarahandrano,3,female,8.5,25578,flooded_rice,0.31,18203,ASV_23,0.04894797560841619
3474,Mus musculus,Sarahandrano,3,female,12.4,28791,flooded_rice,0.31,17393.999999999996,ASV_23,0.06985167299068645
3482,Mus musculus,Sarahandrano,3,female,9.8,34016,flooded_rice,0.31,21481,ASV_23,0.05716679856617476
3484,Mus musculus,Sarahandrano,3,female,12.2,30383,village,0,24423,ASV_23,0.07939237603897965
3486,Mus musculus,Sarahandrano,3,male,10.5,42433,village,0,30010,ASV_23,0.0934688437187604
3511,Mus musculus,Andatsakala,1,female,11.2,61756,brushy_regrowth,1.7,44445,ASV_23,0.1397682528968388
3513,Mus musculus,Andatsakala,1,male,8.5,19517,brushy_regrowth,1.7,12754.999999999998,ASV_23,0.03230105840846726
3518,Mus musculus,Andatsakala,1,male,12.5,14050,brushy_regrowth,1.7,8089.999999999999,ASV_23,0.02138442521631643
3525,Mus musculus,Andatsakala,1,male,11,13550,brushy_regrowth,1.7,11544,ASV_23,0.112006237006237
3533,Mus musculus,Andatsakala,1,male,9.8,30734,agriculture,1.47,20601,ASV_23,0.01796029318965097
3550,Mus musculus,Andatsakala,1,female,15.5,19017,secondary_forest,2.1,10366.999999999998,ASV_23,0.05642905372817595
3551,Mus musculus,Andatsakala,1,male,12,22459,secondary_forest,2.08,14078,ASV_23,0.10939053842875408
3565,Mus musculus,Andatsakala,1,male,9.4,13749,secondary_forest,2.08,11070.999999999998,ASV_23,0.02203956282178664
3585,Mus musculus,Andatsakala,1,female,11.5,12823,agroforest,1.08,9199,ASV_23,0.04598325904989673
3590,Mus musculus,Andatsakala,1,female,14.5,23411,agroforest,1.08,19679,ASV_23,0.1552416281315107
3594,Mus musculus,Andatsakala,1,male,11.6,11923,agroforest,1.08,5959.999999999999,ASV_23,0.0639261744966443
3596,Mus musculus,Andatsakala,1,male,11,12041,agroforest,1.08,5719.999999999999,ASV_23,0.05332167832167833
3603,Mus musculus,Andatsakala,1,male,10.8,27543,agroforest,1.08,14148.999999999998,ASV_23,0.05124037034419394
3617,Mus musculus,Andatsakala,1,male,6.7,15853,agroforest,1.06,10259.999999999998,ASV_23,0.02631578947368421
3624,Mus musculus,Andatsakala,1,female,9,27969,flooded_rice,0.4,15493.999999999996,ASV_23,0.04356525106492837
3633,Mus musculus,Andatsakala,1,male,10.8,24406,flooded_rice,0.4,17901,ASV_23,0.1003854533266298
3640,Mus musculus,Andatsakala,1,male,11,22197,flooded_rice,0.4,10708.999999999998,ASV_23,0.0344569987860678
3717,Mus musculus,Andatsakala,2,male,12,54036,secondary_forest,2.08,26374.999999999996,ASV_23,0.08879620853080568
3718,Mus musculus,Andatsakala,2,female,9.5,69933,secondary_forest,2.08,49828.99999999999,ASV_23,0.12324148588171548
3738,Mus musculus,Andatsakala,2,male,15,56450,agroforest,1.08,32305.999999999996,ASV_23,0.09295486906457004
3785,Mus musculus,Andatsakala,2,female,16.5,43881,flooded_rice,0.39,22623.999999999996,ASV_23,0.04203500707213579
3796,Mus musculus,Andatsakala,2,female,12.2,54614,village,0,35343,ASV_23,0.03002008884361824
3847,Mus musculus,Andatsakala,3,male,12.4,61800,brushy_regrowth,1.71,44757,ASV_23,0.12853855262863909
3848,Mus musculus,Andatsakala,3,male,10.8,74016,brushy_regrowth,1.71,48851,ASV_23,0.0194673599312194
3956,Mus musculus,Andatsakala,3,female,14.8,60691,flooded_rice,0.39,30305.999999999996,ASV_23,0.05398270969444995
3958,Mus musculus,Andatsakala,3,female,8.4,69306,village,0,40728.99999999999,ASV_23,0.11119840899604706
3993,Mus musculus,Andatsakala,3,male,15.5,79576,agroforest,1.08,41108,ASV_23,0.09959132042424831
3994,Mus musculus,Andatsakala,3,male,12,33684,agroforest,1.08,21187.999999999996,ASV_23,0.03832357938455729
4009,Mus musculus,Andatsakala,3,female,8,56507,agroforest,1.08,27113.999999999996,ASV_23,0.03787711145533673
4021,Mus musculus,Andatsakala,3,male,17,21315,agroforest,1.08,13341.999999999998,ASV_23,0.02765702293509218
2053,Rattus rattus,Mandena,1,female,24,15631,agriculture,1.61,12496,ASV_230,0.02224711907810499
2604,Rattus rattus,Mandena,3,male,118,20535,flooded_rice,1.19,15223.999999999998,ASV_230,0.01583026799789805
3557,Rattus rattus,Andatsakala,1,male,142,34771,secondary_forest,2.08,16763.999999999996,ASV_230,0.02451682176091623
3791,Rattus rattus,Andatsakala,2,female,128,17310,village,0,12614,ASV_230,0.01609322974472808
3825,Rattus rattus,Andatsakala,2,male,108,25385,flooded_rice,0.39,13647,ASV_230,0.01934491096944383
2474,Rattus rattus,Mandena,2,male,95,21753,agroforest,0.45,10695.999999999998,ASV_230,0.03384442782348542
3800,Rattus rattus,Andatsakala,2,female,72,18750,village,0,8310.999999999998,ASV_230,0.10107086993141622
2648,Mus musculus,Mandena,3,male,12,42223,flooded_rice,1.19,21311.999999999996,ASV_230,0.03603603603603603
2123,Rattus rattus,Mandena,1,male,60,21702,secondary_forest,2.74,15697.999999999998,ASV_230,0.01598929799974518
2481,Rattus rattus,Mandena,2,male,122,27553,village,0,18218.999999999996,ASV_230,0.02124156100773916
2553,Rattus rattus,Mandena,3,female,50,19725,agriculture,1.61,9982.999999999998,ASV_230,0.02804768105779825
3501,Rattus rattus,Andatsakala,1,female,64,32172,brushy_regrowth,1.7,21570,ASV_230,0.01872971719981454
3997,Rattus rattus,Andatsakala,3,male,124,17888,agroforest,1.08,10383.999999999998,ASV_230,0.01733436055469953
2605,Rattus rattus,Mandena,3,female,118,24449,flooded_rice,1.19,19204,ASV_230,0.01317433867944177
2025,Rattus rattus,Mandena,1,male,120,28017,brushy_regrowth,2.21,16985,ASV_230,0.01819252281424786
3433,Rattus rattus,Sarahandrano,3,female,106,19053,agroforest,2.11,10704.999999999998,ASV_230,0.02363381597384399
3331,Rattus rattus,Sarahandrano,3,female,114,34128,secondary_forest,2.35,14901.999999999998,ASV_230,0.03073412964702722
2574,Rattus rattus,Mandena,3,male,144,24247,agriculture,1.61,13277.999999999998,ASV_230,0.04172315107696941
3035,Rattus rattus,Sarahandrano,2,male,158,36557,agroforest,2.11,16594.999999999996,ASV_230,0.02247664959325096
2702,Mus musculus,Mandena,3,male,12,3223,agroforest,0.45,2109.9999999999995,ASV_230,0.03838862559241705
3714,Rattus rattus,Andatsakala,2,male,152,14504,secondary_forest,2.08,11507,ASV_2302,0.01520813417919526
2013,Rattus rattus,Mandena,1,female,88,11020,brushy_regrowth,2.21,7133,ASV_2302,0.02130940698163465
2586,Rattus rattus,Mandena,3,male,132,20306,agriculture,1.61,13956.999999999998,ASV_2302,0.02221107687898545
2305,Microgale brevicaudata,Mandena,2,male,10,40950,agriculture,1.53,27382.999999999996,ASV_2303,0.01990285943833764
2473,Mus musculus,Mandena,2,male,15,22705,agroforest,0.45,11825.999999999998,ASV_2303,0.06232031117875866
3391,Rattus rattus,Sarahandrano,3,female,69,85444,agroforest,2.11,20464.999999999996,ASV_2304,0.06254580991937453
2794,Rattus rattus,Sarahandrano,1,male,135,22862,brushy_regrowth,0.72,15443.999999999998,ASV_2305,0.02486402486402486
3090,Mus musculus,Sarahandrano,2,male,12.8,23129,flooded_rice,0.33,12763.999999999998,ASV_2307,0.0466154810404262
2132,Microgale brevicaudata,Mandena,1,male,12,33853,semi-intact_forest,3.34,30055,ASV_2307,0.01174513392114456
2087,Rattus rattus,Mandena,1,female,115,27361,agriculture,1.61,13161.999999999998,ASV_2309,0.03046649445373043
2659,Rattus rattus,Mandena,3,male,57,19573,secondary_forest,2.78,10289.999999999998,ASV_2309,0.04548104956268221
2076,Mus musculus,Mandena,1,male,9,16790,agriculture,1.61,14713,ASV_231,0.08088085366682525
2091,Rattus rattus,Mandena,1,female,21,23650,agriculture,1.61,23179,ASV_231,0.02161439233789205
2178,Rattus rattus,Mandena,1,female,100,24779,flooded_rice,1.19,16646,ASV_231,0.04932115823621291
2368,Rattus rattus,Mandena,2,male,69,28621,secondary_forest,2.78,14484.999999999998,ASV_231,0.02588885053503624
